Business Name,Phone Number,Address,Category,Years in Business,BBB Accredited,Website
"Seed Sowing Sistah Movement, LLC (3SMovement, LLC)",(813) 869-8886,N/A,Mental Health Services,2 Years,No,http://www.3smovement.com
Fairfield Index Inc,(813) 767-9518,N/A,Communication Consultants,23 Years,No,N/A
Dynamic Business Systems,(813) 288-8880,N/A,Business Forms & Systems,N/A,No,N/A
Strictly Entertainment Inc,(813) 872-0300,N/A,Clowns,40 Years,No,N/A
VSFmarketing,(813) 606-4171,N/A,Internet Marketing & Advertising,13 Years,Yes,https://www.vsfmarketing.com
NDM Network Inc,(813) 902-2166,N/A,Printing Services-Commercial,22 Years,No,N/A
Blue Lynx Marketing Inc,(863) 800-0736,N/A,Internet Marketing & Advertising,16 Years,No,http://bluelynxmarketing.com
"TO-WEL ness, LLC",(813) 388-0517,N/A,Marketing Programs & Services,10 Years,No,N/A
Aspire,(813) 377-7325,N/A,Management Consultants,N/A,No,N/A
Black Hawk Consulting,(813) 376-3698,N/A,Business Coaches & Consultants,N/A,No,http://black-hawk-consulting.vpweb.com
Social Media Business Builder,(813) 468-1384,N/A,Advertising Agencies,N/A,No,N/A
Valued Customer Service,(844) 326-5857,N/A,Telemarketing Services,N/A,No,N/A
Metanoia Consulting Service,(844) 334-9726,N/A,Business Coaches & Consultants,N/A,No,N/A
Whittle Advisers,(813) 618-7903,N/A,Marketing Consultants,N/A,No,http://www.whittleadvisers.com
WILLIAM KITCHENS III INC,(863) 510-4330,N/A,Business Coaches & Consultants,N/A,No,N/A
Albosaeda Inc,(813) 685-1600,N/A,Business Coaches & Consultants,N/A,No,N/A
Compass Telecommunications Com Inc,(813) 948-7971,N/A,Business Coaches & Consultants,N/A,No,N/A
Ivans Inc,(813) 672-8484,N/A,Marketing Consultants,N/A,No,N/A
Huddles Consultants,(813) 856-4310,N/A,Business Coaches & Consultants,N/A,No,N/A
"Progress Consulting & Organization Management, LLC.",(813) 850-3989,N/A,Business Plans Development,14 Years,No,N/A
Liquid Marketing LLC,(813) 990-0912,N/A,Internet Consultants,N/A,No,N/A
Affect Writing Services,(727) 480-6255,N/A,Copy Writers,N/A,No,N/A
ReDactions,(813) 748-6631,N/A,Editorial & Publication Services,13 Years,No,N/A
Welch Business Solutions,(813) 932-6461,"2133 Carroll Gardens Ln, Tampa, FL 33612",N/A,N/A,No,http://inline.com
Blessed-Events,(813) 785-2246,"8619 N Himes Ave, Tampa, FL 33614",Party & Event Planners,N/A,No,http://oliverbostic.vpweb.com
Corinthian College,(813) 876-4391,"3275 W Hillsborough Ave, Tampa, FL 33614",Colleges & Universities,N/A,No,N/A
1st Choice Insurance Of Florida Inc,(813) 871-3430,"3260 W Hillsborough Ave, Tampa, FL 33614",Insurance,N/A,No,N/A
Business First Solutions Inc,(813) 774-5859,"3260 W Hillsborough Ave, Tampa, FL 33614",Telemarketing Services,N/A,No,N/A
J & B Business Forms,(813) 960-3885,"1936 W Dr Martin Luther King Jr Blvd Ste 201, Tampa, FL 33607",Business Forms & Systems,N/A,No,http://jandbpromoprint.com
J & B Promotions & Printing,(813) 960-3885,"1936 W Dr Martin Luther King Jr Blvd, Tampa, FL 33607",Business Forms & Systems,N/A,No,https://www.jandbpromoprint.com
Jackson Hewitt Tax Service,(813) 932-0193,"12203 N Florida Ave, Tampa, FL 33612",Tax Return Preparation,N/A,No,http://www.jacksonhewitt.com
First Venture Associates,(813) 933-9393,"7821 N Dale Mabry Hwy Ste 100, Tampa, FL 33614",Business Brokers,N/A,No,N/A
The Law Of Thomas J Shea III PA,(813) 792-0111,"8301 N Dale Mabry Hwy, Tampa, FL 33614",Business Litigation Attorneys,N/A,No,N/A
Iron Mountain,(866) 204-1524,N/A,Document Imaging,73 Years,No,https://www.ironmountain.com/?utm_source=yellow_pages&utm_medium=referral&utm_campaign=YP+Records+Management
Top Rated Love Spellcaster,(800) 464-9445,N/A,Psychics & Mediums,40 Years,No,N/A
Languages Translation Services,(888) 519-3521,N/A,Translators & Interpreters,20 Years,Yes,http://www.advancedtranslationservices.com
My Computer Works,(888) 840-0484,N/A,Computer Technical Assistance & Support Services,N/A,No,N/A
Geeks on Site Computer Software,(800) 533-3640,N/A,Computer Service & Repair-Business,22 Years,No,N/A
Debt Collection Firm,(844) 840-8576,N/A,Collection Agencies,29 Years,No,https://dlrcollectionagency.com/
Fleet Vehicle Disposal & Commercial Liquidations,(888) 255-3933,N/A,Wholesale Used Car Dealers,69 Years,No,https://fleetvehicledisposal.com
Cover Local,(813) 513-9494,"3104 N Armenia Ave Ste 2, Tampa, FL 33607",Internet Marketing & Advertising,11 Years,No,http://www.coverlocal.com
Creative Loafing,(813) 739-4800,"1911 N 13th St Ste W200, Tampa, FL 33605",Event Ticket Sales,36 Years,No,http://cldeals.com
Brian Alaway Consulting,(813) 644-9717,N/A,Internet Consultants,19 Years,No,https://brianalawayconsulting.com
INET Inbound Marketing,(866) 808-2662,N/A,Internet Marketing & Advertising,14 Years,No,N/A
Chasm Communications Inc,(813) 283-0908,N/A,Marketing Programs & Services,19 Years,No,N/A
StratusCreative,(813) 922-5999,N/A,Internet Marketing & Advertising,17 Years,No,N/A
Andrew Warren Consulting Group,(813) 692-9895,N/A,Business Coaches & Consultants,N/A,No,N/A
Computers By Mikey (On-Site Computer Repair),(813) 360-2090,N/A,Computer Software & Services,11 Years,No,N/A
The Definition of Clean,(813) 446-1892,N/A,Maid & Butler Services,13 Years,No,N/A
"Alfonso Law - Suzette M Alfonso, Esquire",(813) 238-4529,"3111 W Dr Martin Luther King Jr Blvd Ste 100, Tampa, FL 33607",Attorneys,N/A,No,http://www.alfonsolaw.com
Law Bosquez PA,(813) 886-1110,"4143 W Waters Ave, Tampa, FL 33614",Attorneys,56 Years,No,N/A
Experimac North Tampa,(813) 280-2620,"11209 N Dale Mabry Hwy, Tampa, FL 33618",Computer Service & Repair-Business,15 Years,No,https://experimac.com/north-tampa-fl
Chosen Business Services,(813) 474-4289,"13542 N Florida Ave Ste 108-C, Tampa, FL 33613",Financial Services,8 Years,No,http://www.chosenbusiness.com
gespann werk,(330) 646-4219,N/A,Consulting Engineers,N/A,No,N/A
B E C Enterprises Inc,(813) 258-2716,N/A,Business Coaches & Consultants,N/A,No,N/A
Fuel Smart Biz Inc,(813) 347-4420,N/A,Business Coaches & Consultants,N/A,No,N/A
Whitestone Consulting Group Inc,(813) 264-2988,N/A,Business Coaches & Consultants,N/A,No,N/A
Blytheco,(813) 891-9032,N/A,Business Coaches & Consultants,N/A,No,N/A
Double Vision Media Group Inc,(813) 837-1220,N/A,Business Coaches & Consultants,N/A,No,N/A
Quality Consulting & Billing,(813) 236-3225,N/A,Business Coaches & Consultants,N/A,No,N/A
Ybr Consulting,(813) 909-4466,N/A,Business Coaches & Consultants,N/A,No,N/A
Clearkey Consulting,(813) 926-9119,N/A,Business Coaches & Consultants,N/A,No,N/A
Interdyn CFO Consulting,(813) 623-6056,N/A,Business Coaches & Consultants,N/A,No,N/A
Elliot Consulting Services,(813) 792-8833,N/A,Business Coaches & Consultants,N/A,No,N/A
Building Solutions & Consulting,(813) 477-3944,N/A,Building Construction Consultants,N/A,No,N/A
Coastal Pressure Washing,(813) 420-5500,N/A,Business Coaches & Consultants,N/A,No,N/A
Executive Consulting Group,(813) 265-1899,N/A,Business Coaches & Consultants,N/A,No,N/A
International Marketing Services,(813) 205-6269,N/A,Marketing Consultants,N/A,No,N/A
Acordia Consulting,(813) 875-2021,N/A,Business Coaches & Consultants,N/A,No,N/A
Business Exit Planners,(813) 288-7379,N/A,Business Coaches & Consultants,N/A,No,N/A
Federal Professional Writing,(813) 388-9403,N/A,Business Coaches & Consultants,17 Years,No,N/A
"E2 Recruiting, Inc.",(813) 886-1900,N/A,Personnel Consultants,20 Years,Yes,http://e2recruiting.com
Promotional1.com,(813) 441-8403,N/A,Marketing Programs & Services,12 Years,No,N/A
Extravaganza Productions Inc,(813) 621-4700,N/A,Audio-Visual Production Services,N/A,No,http://www.extravaganzaproductions.com
"Skeen Consulting, Inc.",(813) 975-0064,N/A,Business Coaches & Consultants,15 Years,Yes,https://www.mab3consulting.com/about-us
Sea Polling & Strategic Design,(813) 250-3720,N/A,Business Coaches & Consultants,N/A,No,N/A
Consulting Tr Network,(813) 685-9075,N/A,Business Coaches & Consultants,N/A,No,N/A
The Gerard Alexander Consulting Group Inc,(813) 248-3377,N/A,Business Coaches & Consultants,N/A,No,N/A
Shot Rods,(800) 690-8748,N/A,Business Coaches & Consultants,N/A,No,N/A
Practice Management Solutions,(844) 592-2071,N/A,Business Coaches & Consultants,N/A,No,N/A
Practical Consulting Solutions,(813) 677-9277,N/A,Business Coaches & Consultants,N/A,No,http://practicalcs.com
The Knowledge Matrix,(855) 492-8251,N/A,Business Coaches & Consultants,N/A,No,N/A
Professional Voice overs for all medias,(813) 792-8546,N/A,Business Coaches & Consultants,N/A,No,N/A
M D H Consulting Inc,(813) 238-8319,N/A,Business Coaches & Consultants,N/A,No,N/A
Metro Consulting,(813) 435-6999,N/A,Business Coaches & Consultants,N/A,No,N/A
Conversion Buddha,(844) 283-3412,N/A,Advertising Agencies,N/A,No,http://conversionbuddha.com
K I Inc,(813) 985-7375,N/A,Business Coaches & Consultants,N/A,No,N/A
Consultant Services,(813) 631-9393,N/A,Business Coaches & Consultants,N/A,No,N/A
Build A Brand,(424) 703-5304,N/A,Marketing Programs & Services,N/A,No,N/A
Transform Local,(813) 523-6115,N/A,Business Coaches & Consultants,N/A,No,N/A
Access to Harmony Placement & Consulting,(813) 784-8510,N/A,Business Coaches & Consultants,N/A,No,N/A
Consultant Centenarian Nurse,(813) 644-5942,N/A,Business Coaches & Consultants,N/A,No,N/A
Qsc QuickBooks Set Up and Consulting,(813) 681-0004,N/A,Business Coaches & Consultants,N/A,No,N/A
Anderson Capital Services Inc,(813) 672-1916,N/A,Marketing Consultants,N/A,No,N/A
Mateo,(877) 936-0468,N/A,Business Coaches & Consultants,N/A,No,N/A
Future Chef of America,(844) 261-3306,N/A,Business Coaches & Consultants,N/A,No,N/A
TopBay Funding,(888) 681-3416,N/A,Business Coaches & Consultants,N/A,No,N/A
Thornton and Associates,(813) 264-7500,N/A,Business Coaches & Consultants,N/A,No,N/A
Worldwide Business Consulting,(813) 443-5183,N/A,Business Coaches & Consultants,N/A,No,N/A
Untill Then Business Management,(813) 677-0613,N/A,Business Coaches & Consultants,N/A,No,N/A
Softmart,(813) 968-7040,N/A,Business Coaches & Consultants,N/A,No,N/A
Internet Consulting Services,(813) 628-8770,N/A,Business Coaches & Consultants,N/A,No,N/A
Blue Suite Consulting Inc,(813) 639-4200,N/A,Business Coaches & Consultants,N/A,No,N/A
Sente Inc,(813) 689-5170,N/A,Business Coaches & Consultants,N/A,No,N/A
Crg Training & Consulting Inc,(813) 621-6506,N/A,Business Coaches & Consultants,N/A,No,N/A
Kt Consulting Inc,(813) 575-6891,N/A,Business Coaches & Consultants,N/A,No,N/A
Alvarez Consulting & Mgmt,(813) 353-0283,N/A,Business Coaches & Consultants,N/A,No,N/A
Black Dragon Marketing,(727) 263-4990,N/A,Marketing Consultants,N/A,No,http://www.blackdragonmarketing.com
Marriotts Micro Consulting Inc,(813) 442-8547,N/A,Business Coaches & Consultants,N/A,No,N/A
Nostalgically Bee Enterprises,(813) 906-5992,N/A,Management Consultants,N/A,No,http://www.nostalgicallybee.com
Van•Ness Agency,(910) 370-8706,N/A,Advertising Agencies,N/A,No,http://www.vannessagency.net
Seventy-6 Agency,(813) 666-5495,N/A,Management Consultants,N/A,No,https://seventy-6.com
Sistazas Coaching Inc.,(813) 851-4068,N/A,Management Consultants,N/A,No,https://sistazascoachinginc.com
CANcer Life Organizing,(813) 760-6198,N/A,Business & Personal Coaches,N/A,No,https://www.cancerlifeorganizing.com
"Kevin Scolaro, Mba",(954) 876-4229,N/A,Management Consultants,N/A,No,https://kevinscolaro.com
Growtherium,(813) 808-8131,N/A,Marketing Consultants,N/A,No,https://growtherium.com
Ideas & Innovations Inc,(813) 719-9484,N/A,Business Coaches & Consultants,N/A,No,N/A
Music On the Move Dj's,(813) 661-2933,N/A,Disc Jockeys,N/A,No,N/A
Wagner Events Face Painting and Balloon Twisting,(813) 381-6586,N/A,Party & Event Planners,14 Years,No,http://www.wagnerevents.com
S.A.P ROOF REPAIRS,(866) 520-3687,N/A,Organizing Services-Household & Business,18 Years,No,N/A
MyPrintWorks.net,(813) 900-6542,N/A,Business Cards,17 Years,No,N/A
Big Daddy Pc Repair,(813) 217-1217,N/A,Computer Service & Repair-Business,N/A,No,N/A
Small Business Development Corp.,(800) 761-7232,N/A,Business Plans Development,N/A,No,N/A
Valakos Technologies,(813) 409-3796,N/A,Computer Network Design & Systems,14 Years,No,N/A
Kayla's Quality Cleaning Service,(224) 330-5474,N/A,Maid & Butler Services,N/A,No,http://kqmaidservice.webstarts.com
Ultimate Computer Service & Repair,(813) 479-3577,N/A,Computer Software & Services,N/A,No,https://www.facebook.com/UltimateComputerServiceRepair
Sunshine PC Services,(813) 318-2384,N/A,Computer Network Design & Systems,16 Years,No,http://sunshinepcservices.com
PURE Design Studio,(813) 270-3406,N/A,Business Cards,14 Years,No,N/A
Hollifield Custom Creations,(813) 451-5762,N/A,Children's Party Planning & Entertainment,12 Years,No,http://jmhollifield06.wix.com/jenniferhollifield
"Pedro Ortiz  , Tax Preparation Service, Accountant",(813) 716-9208,N/A,Accounting Services,N/A,No,N/A
"KC Computing, LLC",(727) 953-5997,N/A,Computer Cable & Wire Installation,14 Years,No,N/A
New Tampa Business Machines,(813) 862-9564,N/A,Copy Machines & Supplies,41 Years,No,N/A
Colors 2 you,(813) 407-3016,N/A,Amusement Places & Arcades,13 Years,No,N/A
CompuServant - On-Site Computer Repair Services,(813) 644-2680,N/A,Computer Service & Repair-Business,N/A,No,N/A
Sunshine Events and Catering,(813) 382-9209,N/A,Party & Event Planners,N/A,No,N/A
Professional Business Intelligence,(813) 486-2291,N/A,Business Management,N/A,No,http://pbi-now.com
Red Carpet USA Entertainment and Events Inc.,(813) 435-8070,N/A,Business & Trade Organizations,N/A,No,N/A
Cindhy & Dayron | Herbalife independent distribuitor,(813) 927-5471,N/A,Health & Wellness Products,44 Years,No,N/A
Herbalife 3 day trial,(813) 927-5471,N/A,Health & Wellness Products,44 Years,No,N/A
Sounds Familiar Mobile Djs,(910) 257-1552,N/A,Family & Business Entertainers,N/A,No,N/A
South Shore Entertainment,(813) 997-0645,N/A,Wedding Music & Entertainment,N/A,No,N/A
Brockman Repair Service Inc,(813) 278-6141,N/A,Computer Service & Repair-Business,6 Years,No,N/A
Community Business Solutions,(813) 522-5986,N/A,Computer Software Publishers & Developers,N/A,No,https://communitybusinesssolutions.com
Definitive Tech Solutions,(813) 438-4161,N/A,Computer Security-Systems & Services,N/A,No,N/A
Cheap Geek Computer Repair,(813) 526-5424,N/A,Computer Service & Repair-Business,16 Years,No,N/A
The Words of Jesus Christ(non-business),(813) 379-6763,N/A,Religious Counseling,N/A,No,http://jesus-theword.org
Prodigy Accounting & Consulting Inc.,(813) 425-3507,N/A,Bookkeeping,18 Years,No,http://www.prodigyaccounting.com
Reeky's PC,(813) 777-4504,N/A,Audio-Visual Creative Services,N/A,No,N/A
123Tech,(813) 699-9249,N/A,Computer Software & Services,N/A,No,http://123tech.com
Kwasi Enterprise Inc.,(813) 200-8770,N/A,Holding Companies,N/A,No,N/A
Ameri-Street Advisory,(813) 421-5001,N/A,Business Management,N/A,No,http://ameri-streetadvisory.com
Fairfield Index Inc,(813) 767-9518,N/A,Educational Research,23 Years,No,N/A
Nonni's Nest,(813) 681-7852,N/A,Day Care Centers & Nurseries,10 Years,No,N/A
NelsonJazz,(813) 389-8153,N/A,Bands & Orchestras,11 Years,No,N/A
"B.J. Dandro, MBA, & Associates",(727) 515-1480,N/A,Business Management,N/A,No,http://www.bjdandro.com
Maximum Bands Entertainment,(813) 818-1000,N/A,Amusement Places & Arcades,N/A,No,http://www.maximumbands.com
Act Ii Mobile Dj,(813) 956-3543,N/A,Family & Business Entertainers,N/A,No,N/A
"Eric Crispen, Mobile Computer Repair",(813) 603-7189,N/A,Computer Service & Repair-Business,N/A,No,http://ecitp.com
Britton Accounting & Consulting LLC,(813) 469-7886,N/A,Accountants-Certified Public,20 Years,No,https://brittonaccounting.com
Efficient Computer Service,(727) 290-4739,N/A,Computer Service & Repair-Business,14 Years,Yes,http://www.efficientcomputerservice.com
PCtechs.us,(813) 608-4030,N/A,Computer Technical Assistance & Support Services,3 Years,No,http://www.pctechs.us
Spring Hill Management Specialist Inc,(813) 948-8157,N/A,Business Management,N/A,No,N/A
HENRIQUEZ ACCOUNTING & TAX SERVICES,(813) 321-7999,N/A,Bookkeeping,1 Year,No,http://henriquezaccounting.com
Tricom Business Systems Inc,(813) 989-3829,"11301 N US Highway 301, Thonotosassa, FL 33592",N/A,N/A,No,N/A
3 Strand Business Solutions,(813) 571-3044,N/A,N/A,N/A,No,http://ken-dawson.com
Sprint Business Solutions Partner - National Orders,(415) 726-4513,N/A,Cellular Telephone Equipment & Supplies,N/A,No,N/A
Miss Jessica,(310) 462-6604,N/A,Massage Therapists,17 Years,No,N/A
Accounting On Call,(813) 641-4262,N/A,Accounting Services,36 Years,No,N/A
"Accurate Tax & Bookkeeping Services, LLC",(813) 655-9702,N/A,Tax Return Preparation,N/A,No,https://brandonaccountant.com
Robert M. Cohen Enterprise Engineer,(813) 758-4276,N/A,Business Forms & Systems,26 Years,No,http://robzici.wix.com/rmcee
M&Y Cleaning Services,(813) 508-8909,N/A,Organizing Services-Household & Business,17 Years,No,N/A
Digital-Horizons Inc.,(813) 500-0832,N/A,Computer Data Recovery,N/A,No,N/A
"3rd Horizon Marketing, LLC",(813) 449-1429,N/A,Mailing Lists,N/A,No,N/A
Mr.Gadgets,(813) 965-8969,N/A,Computer Software & Services,16 Years,No,N/A
Travelolot Travel Agency,(813) 928-9862,N/A,Family & Business Entertainers,16 Years,No,N/A
A Graphic Difference,(813) 310-1629,N/A,Business Cards,21 Years,No,N/A
CORE Team Services,(813) 748-2778,N/A,Business Plans Development,20 Years,No,N/A
"Life Improvements, LLC",(813) 390-9245,N/A,Business & Personal Coaches,N/A,No,N/A
FIX MY COMPUTER ON SITE,(813) 781-1628,N/A,Computer Service & Repair-Business,15 Years,No,http://www.fixmycomputeronsite.com
Sun City PC Service,(813) 732-6296,N/A,Computer Software & Services,N/A,No,N/A
Kingdom Business Financial,(813) 900-2976,N/A,Consultants Referral Service,N/A,No,N/A
United Tax and Accounting,(813) 727-6108,N/A,Tax Return Preparation-Business,N/A,No,N/A
Network Technology Inc,(813) 420-0077,N/A,Computer Security-Systems & Services,24 Years,No,N/A
J & K Entertainment,(727) 743-8759,N/A,Disc Jockeys,N/A,No,N/A
Michael's Computer Repair,(813) 442-2527,N/A,Computer Cable & Wire Installation,15 Years,No,N/A
FUN CHARACTER SHOP,(813) 285-2432,N/A,Family & Business Entertainers,21 Years,No,N/A
CORE Training Center,(813) 741-0190,N/A,Human Relations Counselors,23 Years,No,N/A
Common Sense Business Solutions,(813) 661-0049,N/A,Business Plans Development,31 Years,No,https://www.commonsensebizsolutions.com
Bounce to the sky,(813) 880-0634,N/A,"Party Favors, Supplies & Services",14 Years,No,N/A
Mike_Mabry,(813) 486-3275,N/A,Magicians,14 Years,No,N/A
Business Opportunity Connections,(727) 768-7090,N/A,Business & Trade Organizations,14 Years,No,N/A
Business Travelworld,(813) 684-5005,N/A,Travel Agencies,44 Years,No,http://www.travelworld1.com
Omni International Management Group,(813) 363-1009,N/A,Business Management,N/A,No,N/A
DJ Tayy,(305) 298-8519,N/A,Disc Jockeys,11 Years,No,http://www.djtayy.com
My Computer Works,(877) 553-7124,N/A,Computers & Computer Equipment-Service & Repair,N/A,No,N/A
ValuedHR Business Services,(844) 326-5857,N/A,Business Management,N/A,No,http://valuedhr.com
CenturyLink Business,(888) 544-4451,N/A,Telephone Communications Services,N/A,No,https://www.centurylink.com/small-business/?nid=D_IYP_DEX_ESS_BUS_GNR?utm_source=DEX&utm_medium=IYP&utm_campaign=ESS&utm_term=BUS_GNR
